0101,M552,XXXX11,0000
0102,M553,XXXX11,0000
0103,M554,XXXX11,0000
0201,M431,XXXX11,0000
0202,M555,XXXX11,0000
0203,M556,XXXX11,0000
0204,M557,XXXX11,0000
0205,M558,XXXX11,0000
0206,M559,XXXX11,0000
0207,M560,XXXX11,0000
0208,M561,XXXX11,0000
0209,M562,XXXX11,0000
0210,M563,XXXX11,0000
0211,M564,XXXX11,0000
0212,M565,XXXX11,0000
0213,M566,XXXX11,0000
0214,M567,XXXX11,0000
0215,M568,XXXX11,0000
0216,M569,XXXX11,0000
0217,M570,XXXX11,0000
0218,M571,XXXX11,0000
0301,M573,XXXX11,0000
0302,M574,XXXX11,0000
0401,M575,XXXX11,0000
0402,M576,XXXX11,0000
0403,M577,XXXX11,0000
0404,M578,XXXX11,0000
0405,M579,XXXX11,0000
0406,M580,XXXX11,0000
0407,M581,XXXX11,0000
0408,M582,XXXX11,0000
0409,M583,XXXX11,0000
0501,M584,XXXX11,0000
0502,M585,XXXX11,0000
0503,M586,XXXX11,0000
0601,T013,XXXX11,0000
0602,T014,XXXX11,0000
0603,T002,XXXX11,0000
0604,T003,XXXX11,0000
0605,T007,XXXX11,0000
0606,T004,XXXX11,0000
0701,T006,XXXX11,0000
0702,T005,XXXX11,0000
0703,T008,XXXX11,0000
0704,T009,XXXX11,0000
0705,T010,XXXX11,0000
0706,T011,XXXX11,0000
0801,M587,XXXX11,0000
0802,M588,XXXX11,0000
0803,M589,XXXX11,0000
0804,M590,XXXX11,0000
0805,M591,XXXX11,0000
0806,M592,XXXX11,0000
0807,M593,XXXX11,0000
0808,M594,XXXX11,0000
0809,M595,XXXX11,0000
0901,M596,XXXX11,0000
0902,M597,XXXX11,0000
0903,M599,XXXX11,0000
0904,M596,XXXX11,0000
0905,M598,XXXX11,0000
0906,M600,XXXX11,0000
0907,O054,XXXX11,0000
1001,M501,XXXX11,0000
1002,M502,XXXX11,0000
1003,M503,XXXX11,0000
1004,M504,XXXX11,0000
1005,M505,XXXX11,0000
1006,M506,XXXX11,0000
1007,M711,XXXX11,0000
1008,M601,XXXX11,0000
1009,M602,XXXX11,0000
1101,M033,XXXX11,0000
1102,M034,XXXX11,0000
1103,M035,XXXX11,0000
1104,M036,XXXX11,0000
1105,M037,XXXX11,0000
1106,M038,XXXX11,0000
1107,M039,XXXX11,0000
1108,M040,XXXX11,0000
1109,M041,XXXX11,0000
1110,M042,XXXX11,0000
1111,M043,XXXX11,0000
1112,M044,XXXX11,0000
1113,M045,XXXX11,0000
1114,M046,XXXX11,0000
1115,M047,XXXX11,0000
1116,M048,XXXX11,0000
1117,M030,XXXX11,0000
1118,M032,XXXX11,0000
1201,M605,XXXX11,0000
1202,M606,XXXX11,0000
1203,M607,XXXX11,0000
1204,M608,XXXX11,0000
1205,M609,XXXX11,0000
1206,M610,XXXX11,0000
1207,M611,XXXX11,0000
1208,M612,XXXX11,0000
1209,M613,XXXX11,0000
1210,M614,XXXX11,0000
1211,M615,XXXX11,0000
1212,M616,XXXX11,0000
1213,M617,XXXX11,0000
1214,M618,XXXX11,0000
1215,M619,XXXX11,0000
1216,M620,XXXX11,0000
1217,M621,XXXX11,0000
1301,R001,XXXX11,0000
1301,R036,XXXX11,0000
1301,M623,XXXX11,0000
1301,M624,XXXX11,0000
1301,M625,XXXX11,0000
1301,M626,XXXX11,0000
1301,M627,XXXX11,0000
1301,M628,XXXX11,0000
1301,R010,XXXX11,0000
1301,R013,XXXX11,0000
1301,M629,XXXX11,0000
1401,L027,XXXX11,0000
1401,L028,XXXX11,0000
1401,L006,XXXX11,0000
1401,L007,XXXX11,0000
1401,L050,XXXX11,0000
1401,L051,XXXX11,0000
1401,L055,XXXX11,0000
1401,L052,XXXX11,0000
1401,L053,XXXX11,0000
1401,L080,XXXX11,0000
1401,M630,XXXX11,0000
1401,M631,XXXX11,0000
